ISSN,Journal,Subject,JourQual,FT,Cnrs,EJL,ABS,Den,Hceres,Scopus,ABDC,Fnege,Meta,JourQual_n,FT_n,Cnrs_n,EJL_n,ABS_n,Den_n,Hceres_n,Scopus_n,ABDC_n,Fnege_n,Meta_n,princomp1,h_index,citedness,JourQual2,unjournal_tier
0033-5533,Quarterly Journal of Economics,Economics,NA,1,1*,NA,4*,3,A,21.3,A*,1*,NA,NA,1,1,NA,1,1,1,21.3,1,1,NA,-7.265768373361545,NA,NA,NA,1
1747-0218,Quarterly Journal of Experimental Psychology,Psychology,NA,2,NA,NA,3,1,NA,3.9,A,NA,NA,NA,2,NA,NA,3,3,NA,3.9,2,NA,NA,-3.491240833502107e-4,113,0,NA,3
2010-1392,Quarterly Journal of Finance,F&A,NA,2,NA,NA,1,NA,NA,1.8,A,NA,NA,NA,2,NA,NA,5,NA,NA,1.8,2,NA,NA,2.388301604730342,6,0,NA,4
0747-5535,Quarterly Journal of Finance and Accounting,Economics,NA,2,NA,NA,NA,1,NA,NA,B,NA,NA,NA,2,NA,NA,NA,3,NA,NA,3,NA,NA,2.2471295698603773,9,0,NA,4
1062-9769,Quarterly Review of Economics and Finance,Economics,B,2,3,NA,2,1,B,3.2,B,4,NA,4,2,4,NA,4,3,2,3.2,3,5,NA,1.5559785295043442,86,3.2434210526315788,B,4
0257-0130,Queueing Systems,"OR,MS,POM",NA,2,NA,NA,2,1,NA,1.8,NA,NA,NA,NA,2,NA,NA,4,3,NA,1.8,NA,NA,NA,1.6107510464662056,88,0.7307692307692307,NA,4
0033-6807,R and D Management,Innovation,B,2,3,S,3,2,A,6.6,A,2,B,4,2,4,4,3,2,1,6.6,2,3,3,-0.5826112339603072,0,0,B,3
0741-6261,RAND Journal of Economics,Economics,A,2,1,NA,4,2,A,3.0,A*,1,A,2,2,2,NA,2,2,1,3,1,2,2,-3.9593500683559353,229,3.2151898734177213,A,2
1080-8620,Real Estate Economics,Economics,NA,2,3,S,3,1,B,3.2,A,3,NA,NA,2,4,4,3,3,2,3.2,2,4,NA,0.6051085178954702,109,1.8804347826086956,NA,4
0166-0462,Regional Science and Urban Economics,Economics,NA,2,2,NA,3,1,A,3.3,A,3,NA,NA,2,3,NA,3,3,1,3.3,2,4,NA,-0.14084377004066148,135,4.037735849056604,NA,3
0034-3404,Regional Studies,PSM,NA,2,2,NA,4,2,A,7.0,A*,2,A,NA,2,3,NA,2,2,1,7,1,3,2,-2.387333503715732,172,4.144549763033176,NA,3
1748-5991,Regulation and Governance,PSM,NA,2,NA,NA,3,NA,NA,5.5,A,NA,NA,NA,2,NA,NA,3,NA,NA,5.5,2,NA,NA,-0.7864996654235452,NA,NA,NA,3
0951-8320,Reliability Engineering and System Safety,"OR,MS,POM",NA,2,NA,NA,3,1,NA,9.3,A,NA,B,NA,2,NA,NA,3,3,NA,9.3,2,NA,3,-3.491240833502107e-4,NA,NA,NA,3
1052-0457,Research in Accounting Regulation,F&A,C,2,NA,NA,2,NA,NA,NA,B,NA,NA,6,2,NA,NA,4,NA,NA,NA,3,NA,NA,2.483782036322323,29,0,C,4
0275-5319,Research in International Business and Finance,F&A,NA,2,4,NA,2,1,C,4.9,B,3,NA,NA,2,5,NA,4,3,3,4.9,3,4,NA,2.115271411291163,85,7.617577197149644,NA,4
0191-3085,Research in Organizational Behavior,"OS/OB,HRM/IR",B,2,2,NA,3,1,A,8.5,A,2,B,4,2,3,NA,3,3,1,8.5,2,3,3,-0.7600731112305075,99,2.16,B,3
0742-7301,Research in Personnel and Human Resources Manageme,"OS/OB,HRM/IR",NA,2,NA,NA,1,NA,NA,2.7,NA,NA,NA,NA,2,NA,NA,5,NA,NA,2.7,NA,NA,NA,3.588239541619105,NA,NA,NA,5
0733-558X,Research in the Sociology of Organizations,Sociology,B,2,3,NA,3,1,NA,2.8,A,NA,B,4,2,4,NA,3,3,NA,2.8,2,NA,3,0.005441124648896257,57,1.2686567164179106,B,3
0048-7333,Research Policy,Economics,A,1,1,P*,4*,2,A,11.4,A*,1*,A,2,1,2,1,1,2,1,11.4,1,1,2,-6.215532555529419,358,8.621917808219179,A,1
0895-6308,Research Technology Management,"OR,MS,POM",C,2,NA,S,2,1,NA,3.3,A,3,B,6,2,NA,4,4,3,NA,3.3,2,4,3,1.4070805331172855,97,1.1785714285714286,C,4
1380-6653,Review of Accounting Studies,F&A,A,1,2,P*,4,2,A,5.3,A*,1,A,2,1,3,1,2,2,1,5.3,1,2,2,-5.038029173686186,131,6.817647058823529,A,2
2045-9920,Review of Asset Pricing Studies,F&A,NA,2,NA,PA,3,2,C,2.8,A*,4,A,NA,2,NA,3,3,2,3,2.8,1,5,2,-0.7379582759700082,42,3.5283018867924527,NA,3
2046-9128,Review of Corporate Finance Studies,F&A,NA,2,NA,PA,3,2,B,4.0,A*,3,A,NA,2,NA,3,3,2,2,4,1,4,2,-1.3222272349454376,36,2.7714285714285714,NA,3
1380-6645,Review of Derivatives Research,F&A,A,2,4,NA,2,1,B,1.0,B,3,NA,2,2,5,NA,4,3,2,1,3,4,NA,0.8268602412146674,37,0.8095238095238095,A,4
1094-2025,Review of Economic Dynamics,Economics,NA,2,2,NA,3,2,A,2.8,A*,2,NA,NA,2,3,NA,3,2,1,2.8,1,3,NA,-1.951364048052478,112,2.6578947368421053,NA,3
0034-6527,Review of Economic Studies,Economics,NA,1,1*,NA,4*,3,A,7.8,A*,1*,NA,NA,1,1,NA,1,1,1,7.8,1,1,NA,-7.265768373361545,NA,NA,NA,1
0034-6535,Review of Economics and Statistics,Economics,NA,2,1,NA,4,2,A,8.3,A*,1,NA,NA,2,2,NA,2,2,1,8.3,1,2,NA,-3.654281300777145,NA,NA,NA,2
1569-5239,Review of Economics of the Household,Economics,NA,2,3,NA,2,1,B,2.5,A,NA,NA,NA,2,4,NA,4,3,2,2.5,2,NA,NA,1.095086758198535,61,4.508928571428571,NA,4
1572-3097,Review of Finance,F&A,A,1,1,P*,4,2,A,6.6,A*,1,A,2,1,2,1,2,2,1,6.6,1,2,2,-5.435142221202817,73,9.56140350877193,A,2
1058-3300,Review of Financial Economics,F&A,B,2,4,NA,1,1,C,1.6,B,4,NA,4,2,5,NA,5,3,3,1.6,3,5,NA,2.435994387848105,57,1.126984126984127,B,4
0893-9454,Review of Financial Studies,F&A,A+,1,1,P*,4*,2,A,9.2,A*,1*,A+,1,1,2,1,1,2,1,9.2,1,1,1,-6.493213434361143,369,10.116666666666667,A+,1
1475-4991,Review of Income and Wealth,Economics,NA,2,2,NA,3,1,A,3.1,A,NA,NA,NA,2,3,NA,3,3,1,3.1,2,NA,NA,-0.43608260238338487,107,1.9236111111111112,NA,3
0889-938X,Review of Industrial Organization,Economics,NA,2,2,S,2,1,A,1.3,A,3,NA,NA,2,3,4,4,3,1,1.3,2,4,NA,0.5925529926955955,87,0.9148936170212766,NA,4
0965-7576,Review of International Economics,Economics,NA,2,2,NA,2,1,A,1.2,A,3,NA,NA,2,3,NA,4,3,1,1.2,2,4,NA,0.4208344785131981,93,1.119718309859155,NA,4
1863-6683,Review of Managerial Science,Gen & Strat,B,2,4,NA,2,1,C,6.0,NA,4,NA,4,2,5,NA,4,3,3,6,NA,5,NA,1.8051336992169267,61,8.236559139784946,B,4
0924-865X,Review of Quantitative Finance and Accounting,F&A,B,2,4,NA,3,1,B,2.6,B,3,NA,4,2,5,NA,3,3,2,2.6,3,4,NA,1.104022243933168,67,2.361581920903955,B,4
0034-6764,Review of Social Economy,Economics,NA,2,3,NA,2,1,B,1.6,B,NA,NA,NA,2,4,NA,4,3,2,1.6,3,NA,NA,1.751229033757538,53,1.830188679245283,NA,4
1610-2878,Review of World Economics,Economics,NA,2,2,NA,2,1,A,1.7,B,NA,NA,NA,2,3,NA,4,3,1,1.7,3,NA,NA,0.9715656418307088,90,1.9425287356321839,NA,4
0338-4551,Revue Francaise de Gestion,Gen & Strat,NA,2,3,NA,NA,1,A,0.6,NA,2,NA,NA,2,4,NA,NA,3,1,0.6,NA,3,NA,0.2184412277897745,5,0,NA,4
1539-6924,Risk Analysis,Sociology,NA,2,NA,NA,4,1,NA,6.0,NA,NA,NA,NA,2,NA,NA,2,3,NA,6,NA,NA,NA,-1.2545526842241486,191,2.1900452488687785,NA,3
0925-7535,Safety Science,"OR,MS,POM",NA,2,NA,NA,NA,2,NA,7.8,A,NA,NA,NA,2,NA,NA,NA,2,NA,7.8,2,NA,NA,-0.9855957956352235,165,5.722147651006711,NA,3
0347-0520,Scandinavian Journal of Economics,Economics,NA,2,2,NA,3,2,A,2.5,A,3,NA,NA,2,3,NA,3,2,1,2.5,2,4,NA,-0.8351124690650996,128,1.7236842105263157,NA,3
1502-2250,Scandinavian Journal of Hospitality and Tourism,Tourism,NA,2,NA,NA,2,1,NA,5.9,A,NA,NA,NA,2,NA,NA,4,3,NA,5.9,2,NA,NA,1.1190707103491604,61,3.5319148936170213,NA,4
0905-0167,Scandinavian Journal of Information Systems,"MIS, KM",C,2,NA,NA,2,2,NA,1.3,A,NA,B,6,2,NA,NA,4,2,NA,1.3,2,NA,3,0.955783462363571,34,1.1111111111111112,C,4
0956-5221,Scandinavian Journal of Management,Gen & Strat,B,2,3,S,2,2,B,3.7,B,3,B,4,2,4,4,4,2,2,3.7,3,4,3,0.6213705578533391,96,2.1323529411764706,B,4
1439-2917,Schmalenbach Business Review,Gen & Strat,B,2,NA,NA,2,1,NA,NA,NA,4,NA,4,2,NA,NA,4,3,NA,NA,NA,5,NA,1.2711199947994871,42,0,B,4
0302-3427,Science and Public Policy,Innovation,NA,2,NA,NA,2,2,NA,3.4,C,NA,NA,NA,2,NA,NA,4,2,NA,3.4,4,NA,NA,1.803180076833863,5,0,NA,4
1075-5470,Science Communication,Comm,NA,2,NA,NA,NA,2,NA,5.2,A,NA,NA,NA,2,NA,NA,NA,2,NA,5.2,2,NA,NA,-0.9855957956352235,82,3.9365079365079363,NA,3
0162-2439,Science Technology and Human Values,Innovation,NA,2,NA,NA,2,2,NA,4.9,A,NA,B,NA,2,NA,NA,4,2,NA,4.9,2,NA,3,0.020111377816131194,NA,NA,NA,3
0138-9130,Scientometrics,Innovation,NA,2,NA,NA,2,2,NA,5.2,A,NA,B,NA,2,NA,NA,4,2,NA,5.2,2,NA,3,0.020111377816131194,169,3.5834363411619283,NA,3
0036-9292,Scottish Journal of Political Economy,Economics,NA,2,3,NA,2,1,B,1.3,A,NA,NA,NA,2,4,NA,4,3,2,1.3,2,NA,NA,1.095086758198535,79,0.972972972972973,NA,4
0264-2069,Service Industries Journal,"OR,MS,POM",C,2,NA,S,2,1,NA,6.4,B,4,B,6,2,NA,4,4,3,NA,6.4,3,5,3,2.338946916578434,104,8.273684210526316,C,4
1533-2969,Services Marketing Quarterly,Marketing,NA,2,NA,NA,1,1,NA,1.5,B,NA,NA,NA,2,NA,NA,5,3,NA,1.5,3,NA,NA,3.130024894290536,36,1.3725490196078431,NA,5
0036-1399,SIAM Journal on Applied Mathematics,F&A,NA,2,NA,NA,NA,2,NA,2.9,A,NA,NA,NA,2,NA,NA,NA,2,NA,2.9,2,NA,NA,-0.9855957956352235,182,1.9433962264150944,NA,3
0097-5397,SIAM Journal on Computing,"MIS, KM",A,2,NA,NA,NA,2,NA,4.4,C,NA,NA,2,2,NA,NA,NA,2,NA,4.4,4,NA,NA,-1.576957281541068,229,1.2361111111111112,A,3
0363-0129,SIAM Journal on Control and Optimization,"OR,MS,POM",NA,2,NA,NA,NA,2,NA,3.9,NA,NA,NA,NA,2,NA,NA,NA,2,NA,3.9,NA,NA,NA,-1.0212357357474136,186,2.4718100890207717,NA,3
0036-1410,SIAM Journal on Mathematical Analysis,F&A,NA,2,NA,NA,NA,2,NA,2.7,NA,NA,NA,NA,2,NA,NA,NA,2,NA,2.7,NA,NA,NA,-1.0212357357474136,136,2.292803970223325,NA,3
1052-6234,SIAM Journal on Optimization,"OR,MS,POM",NA,2,NA,NA,3,2,NA,4.8,NA,NA,NA,NA,2,NA,NA,3,2,NA,4.8,NA,NA,NA,-1.1481386032328444,175,2.591111111111111,NA,3
0036-1445,SIAM review,"OR,MS,POM",NA,2,NA,NA,NA,2,NA,24.4,NA,NA,NA,NA,2,NA,NA,NA,2,NA,24.4,NA,NA,NA,-1.0212357357474136,218,7.423913043478261,NA,3
0921-898X,Small Business Economics,Entrep,B,2,2,P,3,2,A,8.8,A,2,B,4,2,3,2,3,2,1,8.8,2,3,3,-1.792583379481024,204,6.705454545454545,B,3
1046-4964,Small Group Research,"OS/OB,HRM/IR",NA,2,NA,NA,2,1,NA,3.9,A,4,NA,NA,2,NA,NA,4,3,NA,3.9,2,5,NA,1.7610611287174547,106,2.861111111111111,NA,4
0176-1714,Social Choice and Welfare,Sociology,NA,2,1,NA,3,1,A,1.9,A,NA,NA,NA,2,2,NA,3,3,1,1.9,2,NA,NA,-1.2157459943102138,87,0.6408450704225352,NA,3
0144-5596,Social Policy and Administration,PSM,NA,2,NA,NA,2,2,NA,3.7,A,NA,B,NA,2,NA,NA,4,2,NA,3.7,2,NA,3,0.020111377816131194,NA,NA,NA,3
0037-7791,Social Problems,Sociology,NA,2,NA,NA,NA,2,NA,4.1,A,NA,NA,NA,2,NA,NA,NA,2,NA,4.1,2,NA,NA,-0.9855957956352235,175,2.7058823529411766,NA,3
1948-5506,Social Psychological and Personality Science,Psychology,NA,2,NA,NA,3,NA,NA,7.9,B,NA,NA,NA,2,NA,NA,3,NA,NA,7.9,3,NA,NA,0.40445115975610785,NA,NA,NA,4
0277-9536,Social Science and Medicine,Sociology,NA,2,1,NA,4,2,A,6.1,NA,2,NA,NA,2,2,NA,2,2,1,6.1,NA,3,NA,-2.8039119234152436,NA,NA,NA,2
0038-4941,Social Science Quarterly,Sociology,NA,2,NA,NA,NA,1,NA,1.6,B,NA,NA,NA,2,NA,NA,NA,3,NA,1.6,3,NA,NA,2.2471295698603773,113,1.8476190476190477,NA,4
0037-7961,Social Service Review,PSM,NA,2,NA,NA,NA,2,NA,2.4,B,NA,NA,NA,2,NA,NA,NA,2,NA,2.4,3,NA,NA,0.4880302265652846,92,0.8405797101449275,NA,4
0306-3127,Social Studies of Science,Innovation,NA,2,NA,NA,2,2,NA,6.6,NA,NA,NA,NA,2,NA,NA,4,2,NA,6.6,NA,NA,NA,0.2845132621123332,145,2.8777777777777778,NA,4
0038-0121,Socio-Economic Planning Sciences,Economics,NA,2,NA,NA,2,1,NA,4.9,C,4,NA,NA,2,NA,NA,4,3,NA,4.9,4,5,NA,3.0589541554775224,87,6.6923076923076925,NA,5
1475-1461,Socio-Economic Review,Economics,B,2,3,NA,3,2,B,5.6,A,2,B,4,2,4,NA,3,2,2,5.6,2,3,3,-0.9095852718543496,89,2.9782608695652173,B,3
1475-682X,Sociological Inquiry,Sociology,NA,2,NA,NA,NA,1,NA,1.6,A,NA,NA,NA,2,NA,NA,NA,3,NA,1.6,2,NA,NA,0.7735035476598682,91,1.936,NA,4
0081-1750,Sociological Methodology,Sociology,NA,2,NA,NA,3,2,NA,2.5,A,NA,NA,NA,2,NA,NA,3,2,NA,2.5,2,NA,NA,-1.0993084566163815,109,2.625,NA,3
0049-1241,Sociological Methods and Research,Sociology,NA,2,NA,NA,NA,2,B,7.0,A,4,NA,NA,2,NA,NA,NA,2,2,7,2,5,NA,0.8128711695061683,NA,NA,NA,4
0038-0261,Sociological Review,Sociology,NA,2,NA,NA,3,2,NA,4.1,A,NA,NA,NA,2,NA,NA,3,2,NA,4.1,2,NA,NA,-1.0993084566163815,137,2.246913580246914,NA,3
0735-2751,Sociological Theory,Sociology,NA,2,NA,NA,NA,2,NA,4.3,A,NA,NA,NA,2,NA,NA,NA,2,NA,4.3,2,NA,NA,-0.9855957956352235,NA,NA,NA,3
0038-0296,Sociologie du Travail,Sociology,NA,2,NA,NA,2,1,NA,0.6,B,NA,NA,NA,2,NA,NA,4,3,NA,0.6,3,NA,NA,2.0106050598580265,54,0.09210526315789473,NA,4
0038-0385,Sociology,Sociology,NA,2,NA,NA,4,2,NA,5.7,A*,2,NA,NA,2,NA,NA,2,2,NA,5.7,1,3,NA,-2.7445265987956224,169,1.7302325581395348,NA,2
1467-9566,Sociology of Health and Illness,Sociology,NA,2,NA,NA,4,2,NA,4.0,NA,NA,NA,NA,2,NA,NA,2,2,NA,4,NA,NA,NA,-2.580790468578021,NA,NA,NA,3
0741-1235,Sociology of Sport Journal,Sociology,NA,2,NA,NA,NA,1,NA,2.6,A,NA,NA,NA,2,NA,NA,NA,3,NA,2.6,2,NA,NA,0.7735035476598682,91,1.3267326732673268,NA,4
0038-4038,Southern Economic Journal,Economics,NA,2,2,NA,2,1,A,1.7,A,NA,NA,NA,2,3,NA,4,3,1,1.7,2,NA,NA,0.31542336627170475,205,1.8187919463087248,NA,4
1441-3523,Sport Management Review,Gen & Strat,NA,2,NA,NA,2,1,NA,6.5,A,4,B,NA,2,NA,NA,4,3,NA,6.5,2,5,3,1.7610611287174547,85,3.0373831775700935,NA,4
1086-1718,Strategic Change,Gen & Strat,NA,2,4,NA,2,NA,C,3.5,NA,4,NA,NA,2,5,NA,4,NA,3,3.5,NA,5,NA,2.732196206665596,55,3.778523489932886,NA,5
1932-4391,Strategic Entrepreneurship Journal,Gen & Strat,A,1,2,P,4,2,A,10.2,A,1,A,2,1,3,2,2,2,1,10.2,2,2,2,-4.208008167197099,98,4.151515151515151,A,2
0143-2095,Strategic Management Journal,Gen & Strat,A,1,1*,P*,4*,2,A,12.5,A*,1*,A+,2,1,1,1,1,2,1,12.5,1,1,1,-6.61264560304605,466,5.834677419354839,A,1
1476-1270,Strategic Organization,Gen & Strat,B,2,2,P,3,2,A,7.0,A,2,B,4,2,3,2,3,2,1,7,2,3,3,-1.792583379481024,82,4.91764705882353,B,3
2333-2050,Strategy Science,Gen & Strat,NA,2,3,NA,NA,1,B,NA,A,NA,B,NA,2,4,NA,NA,3,2,NA,2,NA,3,0.9020388906918486,33,3.4838709677419355,NA,4
1532-3005,Stress and Health,"OS/OB,HRM/IR",NA,2,NA,NA,2,1,NA,5.0,A,NA,NA,NA,2,NA,NA,4,3,NA,5,2,NA,NA,0.9654239796185936,92,3.125,NA,4
1070-5511,Structural Equation Modeling,Marketing,B,2,NA,NA,NA,1,NA,5.8,A,NA,NA,4,2,NA,NA,NA,3,NA,5.8,2,NA,NA,-0.14185240149369763,142,2.4176470588235293,B,3
0039-3606,Studies in Comparative International Development,Sociology,NA,2,NA,NA,NA,1,NA,2.2,A,NA,NA,NA,2,NA,NA,NA,3,NA,2.2,2,NA,NA,0.7735035476598682,90,2.2333333333333334,NA,4
0307-5079,Studies in Higher Education,Education,NA,2,NA,NA,3,2,NA,6.8,A,NA,NA,NA,2,NA,NA,3,2,NA,6.8,2,NA,NA,-1.0993084566163815,160,4.154285714285714,NA,3
1359-8546,Supply Chain Management,"OR,MS,POM",B,2,3,S,3,2,A,9.3,A,2,B,4,2,4,4,3,2,1,9.3,2,3,3,-0.5826112339603072,NA,NA,B,3
0040-1625,Technological Forecasting and Social Change,Innovation,B,2,2,S,3,1,A,12.1,A,2,B,4,2,3,4,3,3,1,12.1,2,3,3,-0.4114511923640838,211,14.551389786683904,B,3
0953-7325,Technology Analysis and Strategic Management,Gen & Strat,C,2,3,S,2,1,B,4.1,B,3,NA,6,2,4,4,4,3,2,4.1,3,4,NA,1.7450054046296428,NA,NA,C,4
0040-1706,Technometrics,"OR,MS,POM",NA,2,NA,NA,NA,2,NA,4.2,A,NA,NA,NA,2,NA,NA,NA,2,NA,4.2,2,NA,NA,-0.9855957956352235,395,2.6097560975609757,NA,3
0166-4972,Technovation,Innovation,C,2,2,S,3,2,A,10.4,A,2,B,6,2,3,4,3,2,1,10.4,2,3,3,-0.4243625238134886,190,10.507352941176471,C,3
0308-5961,Telecommunications Policy,"MIS, KM",C,2,4,NA,1,1,C,5.1,NA,4,NA,6,2,5,NA,5,3,3,5.1,NA,5,NA,3.1762036688601087,107,6.881578947368421,C,5
0003-1232,The American Sociologist,Sociology,NA,2,NA,NA,NA,1,NA,1.3,B,NA,NA,NA,2,NA,NA,NA,3,NA,1.3,3,NA,NA,2.2471295698603773,42,0.8928571428571429,NA,4
0021-8863,The Journal of Applied Behavioral Science,Psychology,B,2,3,NA,2,1,B,3.0,B,3,NA,4,2,4,NA,4,3,2,3,3,4,NA,1.0909623709149836,116,2.5142857142857142,B,4
1933-6837,Theoretical Economics,Economics,NA,2,1,NA,4,2,A,2.8,A*,NA,NA,NA,2,2,NA,2,2,1,2.8,1,NA,NA,-3.4553994086040345,54,1.5491803278688525,NA,2
0040-5833,Theory and Decision,"OR,MS,POM",B,2,2,NA,2,1,A,1.6,A,NA,B,4,2,3,NA,4,3,1,1.6,2,NA,3,-0.012319228839124848,79,1.016,B,3
0263-2764,"Theory, Culture and Society",Gen & Strat,NA,2,NA,NA,3,2,NA,4.8,A,3,B,NA,2,NA,NA,3,2,NA,4.8,2,4,3,-0.579181766783804,NA,NA,NA,3
0143-6597,Third World Quarterly,Sociology,NA,2,3,NA,2,1,B,3.5,A,NA,NA,NA,2,4,NA,4,3,2,3.5,2,NA,NA,1.095086758198535,123,2.2903225806451615,NA,4
1096-4762,Thunderbird International Business Review,IB,C,2,4,NA,2,1,C,3.8,B,4,NA,6,2,5,NA,4,3,3,3.8,3,5,NA,2.754205063329053,66,1.551948051948052,C,5
1478-3363,Total Quality Management and Business Excellence,"OR,MS,POM",NA,2,4,S,2,1,C,6.2,C,4,NA,NA,2,5,4,4,3,3,6.2,4,5,NA,2.922475687512505,90,3.894308943089431,NA,5
1083-5423,Tourism Analysis,Tourism,NA,2,NA,NA,2,1,NA,2.3,A,4,NA,NA,2,NA,NA,4,3,NA,2.3,2,5,NA,1.7610611287174547,49,1.3295454545454546,NA,4
1354-8166,Tourism Economics,Economics; Tourism,NA,2,4,NA,2,1,C,4.2,A,4,NA,NA,2,5,NA,4,3,3,4.2,2,5,NA,2.162142015676013,79,3.5046728971962615,NA,4
0261-5177,Tourism Management,Tourism,NA,2,2,NA,4,2,A,16.5,A*,1,NA,NA,2,3,NA,2,2,1,16.5,1,2,NA,-3.094603388292452,291,11.605405405405405,NA,2
2211-9736,Tourism Management Perspectives,Tourism,NA,2,NA,NA,2,1,NA,6.8,A,4,NA,NA,2,NA,NA,4,3,NA,6.8,2,5,NA,1.7610611287174547,84,8.146443514644352,NA,4
2156-8316,Tourism Planning and Development,Tourism,NA,2,NA,NA,2,NA,NA,NA,B,4,NA,NA,2,NA,NA,4,NA,NA,NA,3,5,NA,2.5132558120929174,NA,NA,NA,4
0041-0020,Town Planning Review,PSM,NA,2,NA,NA,2,2,NA,1.9,NA,NA,NA,NA,2,NA,NA,4,2,NA,1.9,NA,NA,NA,0.2845132621123332,55,1.3706293706293706,NA,4
1014-9562,Transnational Corporations,"Economics, IB",D,2,NA,S,2,1,NA,4.3,NA,NA,NA,8,2,NA,4,4,3,NA,4.3,NA,NA,NA,3.1657611548704625,28,1.087719298245614,D,5
0967-070X,Transport Policy,"OR,MS,POM",NA,2,3,NA,2,2,B,6.9,A,3,B,NA,2,4,NA,4,2,2,6.9,2,4,3,0.2606240039804427,138,7.414721723518851,NA,4
0144-1647,Transport Reviews,"OR,MS,POM",NA,2,3,S,2,2,B,14.3,A,3,B,NA,2,4,4,4,2,2,14.3,2,4,3,0.4430310993810451,119,9.425287356321839,NA,4
0049-4488,Transportation,"OR,MS,POM",C,2,NA,S,2,2,NA,7.5,A,4,B,6,2,NA,4,4,2,NA,7.5,2,5,3,1.2555640599837279,133,3.669811320754717,C,4
0965-8564,"Transportation Research, Part A: Policy and Practice","OR,MS,POM",B,2,2,S,3,2,A,8.5,A*,2,A,4,2,3,4,3,2,1,8.5,1,3,2,-1.4033157389639817,169,6.492217898832685,B,3
0191-2615,"Transportation Research, Part B: Methodological","OR,MS,POM",B,2,2,NA,NA,2,A,NA,A*,1,NA,4,2,3,NA,NA,2,1,NA,1,2,NA,-2.4825348138472068,205,6.154798761609907,B,3
0968-090X,"Transportation Research, Part C: Emerging Technologies","OR,MS,POM",NA,2,NA,S,NA,2,NA,NA,A*,NA,NA,NA,2,NA,4,NA,2,NA,NA,1,NA,NA,-0.9345802403892282,192,8.283678756476684,NA,3
1361-9209,"Transportation Research, Part D: Transport and Environm","eOR,MS,POM",B,2,3,S,3,2,B,9.1,A,2,B,4,2,4,4,3,2,2,9.1,2,3,3,-0.5826112339603072,NA,NA,B,3
1366-5545,"Transportation Research, Part E: Logistics and Transporta","tOR,MS,POM",B,2,2,P,3,2,A,9.3,A*,2,A,4,2,3,2,3,2,1,9.3,1,3,2,-2.216174836968068,NA,NA,B,3
0041-1655,Transportation Science,"OR,MS,POM",A,2,2,P*,3,2,A,6.6,A,NA,B,2,2,3,1,3,2,1,6.6,2,NA,3,-2.983022417716669,177,4.696428571428571,A,2
0042-0980,Urban Studies,PSM,NA,2,2,NA,3,2,A,6.6,A*,2,A,NA,2,3,NA,3,2,1,6.6,1,3,2,-1.951364048052478,NA,NA,NA,3
0957-8765,VOLUNTAS,PSM,B,2,NA,NA,2,1,C,3.2,B,4,NA,4,2,NA,NA,4,3,3,3.2,3,5,NA,1.5789796914005338,NA,NA,B,4
0140-2382,West European Politics,Sociology,NA,2,NA,NA,3,2,NA,5.9,B,NA,NA,NA,2,NA,NA,3,2,NA,5.9,3,NA,NA,-0.20777410710751315,131,5.291970802919708,NA,3
0730-8884,Work and Occupations,"OS/OB,HRM/IR",NA,2,3,NA,3,2,B,5.3,A,3,B,NA,2,4,NA,3,2,2,5.3,2,4,3,-0.25523924632674894,106,2.764705882352941,NA,3
0267-8373,Work and Stress,"OS/OB,HRM/IR",NA,2,3,NA,4,2,B,7.7,A,3,B,NA,2,4,NA,2,2,2,7.7,2,4,3,-0.8169174948806083,136,5.888888888888889,NA,3
0950-0170,"Work, Employment and Society","OS/OB,HRM/IR",B,2,3,S,4,2,A,5.4,A,2,B,4,2,4,4,2,2,1,5.4,2,3,3,-0.9706427175342036,117,2.395121951219512,B,3
0258-6770,World Bank Economic Review,Economics,NA,2,1,NA,3,1,A,3.4,A,2,NA,NA,2,2,NA,3,3,1,3.4,2,3,NA,-1.3022780844651267,156,3.381818181818182,NA,3
0257-3032,World Bank Research Observer,Economics,NA,2,NA,NA,2,1,NA,6.1,B,NA,NA,NA,2,NA,NA,4,3,NA,6.1,3,NA,NA,2.0106050598580265,115,8.052631578947368,NA,4
0305-750X,World Development,Economics,NA,2,1,NA,3,2,A,8.4,A,2,NA,NA,2,2,NA,3,2,1,8.4,2,3,NA,-1.9965467834895645,302,6.478203434610304,NA,3
0378-5920,World Economy,Economics,NA,2,2,NA,2,1,A,2.0,A,NA,NA,NA,2,3,NA,4,3,1,2,2,NA,NA,0.31542336627170475,116,2.5030487804878048,NA,4
0741-0883,Written Communication,Comm,NA,2,NA,NA,NA,2,NA,3.1,B,NA,NA,NA,2,NA,NA,NA,2,NA,3.1,3,NA,NA,0.4880302265652846,84,1.8478260869565217,NA,4
0340-1804,Zeitschrift fur Soziologie,Sociology,NA,2,NA,NA,NA,2,NA,1.7,NA,NA,NA,NA,2,NA,NA,NA,2,NA,1.7,NA,NA,NA,-1.0212357357474136,3,0,NA,3
